status,Accept.,I..low.state.,I..high...low.,S.N,Nb.d,tau_on.median..s.,tau_off.median..s.,tau_on.max..s.,tau_off.max..s.,tau_on_CV,tau_off_CV
Methylated,N,-0.35648675,345.1298132,1.958273057,4,85.6,82,137.2,342,0.852493222,1.235997606
Methylated,Y,-25.2087728,310.2874422,1.948534803,23,8.8,28.4,33.6,114.8,0.915701907,0.930685309
Methylated,N,83.41056772,455.7494066,2.471417357,10,26.4,25.2,52.4,354,0.946924612,1.67542395
Methylated,Y,40.88901941,559.4354084,1.971084943,12,21.8,55.6,88.8,114.4,0.867198539,0.826048323
Methylated,Y,103.0378906,609.5134844,2.590000792,24,13,12,128.4,87.6,1.489849204,1.163142041
Methylated,Y,-0.164385571,567.5229793,1.701703991,10,4.4,66.6,74.4,189.2,1.506563271,0.675921202
Methylated,N,83.79761781,588.1043243,2.810556404,22,1.6,28.2,96.8,128.8,2.219881593,0.837207939
Methylated,Y,-13.10220316,402.3842605,2.781961953,18,6,20.4,42,173.6,1.26294458,1.18830859
Methylated,N,305.4090127,839.1935924,3.857875588,28,25,3.6,165.6,38,1.293265728,1.246134023
Methylated,Y,43.92511498,416.1771282,2.056698966,20,4.6,35.6,26,124.4,1.028588873,0.894097426
Methylated,Y,10.53787915,556.2309078,2.065613828,24,12.6,15.6,67.6,93.2,1.091426771,0.878097065
Methylated,Y,17.66586383,414.4222559,2.225343577,12,17.6,34.8,98,127.6,1.148960844,0.872001986
Methylated,Y,106.8609393,587.1165398,3.025354599,30,5.2,18.2,46.4,86,1.174542034,0.929048519
Methylated,Y,-25.31691542,609.366303,3.334060273,18,7.6,8.8,90,156.4,1.308005525,1.384960331
Methylated,Y,134.1008872,502.0257515,2.304940744,12,4,46,136.4,204.4,1.576984517,1.257056409
Methylated,Y,41.02745625,506.2789893,2.715952372,44,4.6,10.8,88.4,61.2,1.771476323,0.933564424
Methylated,N,504.1347824,514.0284635,2.550702466,72,4.8,4.8,40,37.2,1.070647863,1.141420399
Methylated,Y,76.36517305,401.7031178,2.665029225,24,8.6,27.2,62.4,100.4,1.231902782,0.810327846
Methylated,Y,20.31776678,326.1411209,2.434211054,24,5.6,12.4,72,146.8,1.513973609,1.399466627
Methylated,Y,119.3545216,541.4668735,3.062456112,28,3,22.8,46.8,141.2,1.442369976,1.138010617
Methylated,Y,160.8825025,692.0497911,3.900572058,27,10.8,9.2,74.8,82,1.190157606,1.12859092
Methylated,Y,-4.553314224,440.3361344,2.049921124,20,9.4,24.4,107.6,95.2,1.589767489,0.986491382
Methylated,Y,12.36122202,435.6053396,2.247530642,18,15.2,21.8,90.4,99.6,1.207928354,0.902951191
Methylated,Y,37.21776035,403.8749971,2.610130312,24,4.2,24.8,66.4,127.2,1.637048895,1.014084667
Methylated,Y,279.5037014,523.6247547,2.091574555,16,7.2,46.4,57.2,120.8,1.144838848,0.85031471
Methylated,Y,26.7180549,523.2309543,2.606195022,28,6.6,28.4,47.6,80.8,1.254753049,0.809334132
Methylated,Y,33.11245632,430.8202667,2.624796817,32,3.2,14,55.2,96,1.469391408,1.075791053
Methylated,Y,23.25797912,497.5600906,2.102050119,20,5.8,16,70.4,132,1.49456641,1.142038707
Methylated,Y,55.71126431,461.9100787,2.869380322,28,5,14.8,80,112,1.467082843,1.200603618
Methylated,Y,-8.926207665,405.5107978,2.261055602,26,3.6,34.2,47.6,84.4,1.717931889,0.64803876
Methylated,Y,59.56567041,302.8567792,2.661624672,17,12.8,38,68,83.2,0.954836241,0.665112097
Methylated,N,225.5081599,544.2087136,3.688434153,14,4.8,20.2,80.8,319.2,1.371700303,1.886138293
Methylated,Y,294.6957469,600.0050396,2.811717707,36,3.4,10.8,67.2,103.6,1.40397804,1.321068188
Methylated,Y,98.13298009,416.9632514,2.093120054,26,6.8,21.8,27.2,127.2,0.898805452,1.035853193
Methylated,Y,50.33981291,461.141744,2.159424367,18,20.4,32,32,128,0.906276432,0.983341308
Methylated,Y,12.00287298,591.4000953,2.335986922,14,16.8,40.2,118.8,97.2,1.168460923,0.852512548
Methylated,Y,126.6044157,556.8966229,2.672258561,28,15.4,11.6,66.8,87.6,1.147326366,0.984984845
Methylated,Y,106.7360518,489.8226554,2.759648231,33,5.2,13.6,60.8,76.4,1.28173445,1.021627567
Methylated,Y,-0.261690886,494.825417,2.385491821,18,11.6,48,68.8,94.4,1.198904153,0.74212369
Methylated,N,73.05259816,407.5944738,2.484347001,34,2,19.6,74.4,76.8,1.58771197,0.857536263
Methylated,Y,13.90677737,540.2041025,2.617235867,20,10.2,17.6,163.6,132,1.902859575,1.263822381
Methylated,Y,187.4482856,660.3880398,3.272275664,12,19.8,55.2,76.8,141.6,1.061627296,0.850892292
Methylated,Y,-8.946340338,304.8559009,2.045295989,28,10,26.4,59.6,61.2,1.143979742,0.615123572
Methylated,Y,88.13042824,487.9252859,2.631230957,26,7.2,8.8,91.6,103.6,1.420476884,1.243532662
Methylated,Y,319.0219985,875.2015317,3.684694145,40,6.4,9.2,102.4,47.2,1.395712478,1.122057741
Methylated,N,51.55500815,705.542948,3.055558045,8,24.2,101.2,121.2,118,1.141538817,0.545754304
Methylated,Y,9.314987628,591.4217608,1.927464604,20,9.6,22.4,64,154.8,1.190954985,1.153485741
Methylated,N,-26.13054105,255.433371,3.189253937,30,2.4,32.2,26.4,90,1.280911748,0.694000676
Methylated,Y,6.731704242,498.7131734,3.157817559,34,4,19,44.8,76.4,1.413411589,0.811916504
Methylated,N,86.77236791,475.8376502,2.523618619,24,4.6,38.4,113.2,83.6,2.10488884,0.842267762
Methylated,Y,94.52424678,632.7316392,3.087792703,32,15.2,8.8,60,137.2,0.940153426,1.865428077
Methylated,Y,45.15582141,747.5220687,3.625111078,7,20.2,87.2,128.8,176.8,1.350646342,0.442127389
Methylated,Y,61.21997727,601.8564508,2.768474914,24,11.8,23.2,65.2,68.8,1.156087567,0.79151981
Methylated,Y,81.62696068,643.901471,3.165429086,40,6.8,13.2,64,53.2,1.352488853,0.867036958
Methylated,N,49.8639598,492.4631829,1.932521434,14,20.8,21.2,35.6,236,0.686340614,1.437780338
Methylated,N,161.4522854,659.6623786,3.136535181,43,9.6,4.8,107.6,37.2,1.488506454,1.065363097
Methylated,Y,56.99994246,398.8493238,1.97807918,23,10,42.4,16,88,0.672881777,0.677009419
Methylated,N,6.795418595,440.607517,2.911919627,15,7,27,211.2,126.4,2.147817504,0.992005198
Methylated,Y,7.38898552,448.0735785,2.928402799,46,3.2,9,53.2,87.6,1.779001491,1.198134134
Methylated,Y,8.288921864,492.2840179,2.446542774,22,8,28.6,92.4,69.2,1.435254293,0.554000133
Methylated,Y,140.7499185,482.4271158,2.698327973,24,10,26,23.6,121.2,0.739636613,1.01743737
Methylated,Y,5.083665435,403.4757763,1.964469978,18,14,29.2,48,130,0.672108401,0.987654359
Methylated,N,22.18168105,398.1000724,1.663758661,15,4.2,13.8,47.2,342.8,1.463495156,1.85593227
Methylated,Y,2.499736211,451.6402723,2.216667758,28,7.8,29.2,48.8,76,1.141987062,0.59381989
Methylated,N,234.8835078,608.417786,2.722162479,10,26.8,21,104,310,0.845662007,1.841685844
Methylated,Y,20.1348735,555.7641075,2.467162673,42,9.6,9.8,32.8,92.8,1.01259687,1.327079789
Methylated,Y,23.51133449,434.4633804,2.466409107,30,4.4,21.6,39.2,111.6,1.179567809,1.056350421
Methylated,Y,-4.464979512,451.3877151,1.887951683,24,4.2,22.4,80.8,132.8,1.633604121,1.126874932
Methylated,Y,79.04439496,454.9232633,2.919203963,18,3.6,26.8,63.2,120,1.461401175,0.964023737
Methylated,Y,72.8688877,490.587217,2.238723664,22,13.2,26.4,46.8,113.2,0.90982459,0.986137242
Methylated,N,468.3886975,NA,NA,0,NA,600,NA,600,NA,0
Methylated,N,137.8336358,616.4026675,3.13838935,58,3.2,7.6,38.4,68.8,1.332762204,1.097586631
Methylated,Y,12.71722899,494.4099144,2.605817797,32,5.6,16.4,75.2,79.2,1.439342777,0.965778579
Methylated,Y,-3.33373283,580.207671,2.638708312,28,3.2,20,55.2,122,1.414693136,1.109496867
Methylated,Y,25.20388908,406.6557936,2.659105497,18,5.6,42.6,34,152.8,1.173725269,0.944985907
Methylated,Y,58.56274008,649.3709331,2.717239158,22,20.8,11.6,60.4,81.6,0.894404573,1.08284344
Methylated,Y,314.0629102,575.0261099,2.527141448,32,12.8,16,38.8,80.8,0.732114971,0.963156663
Methylated,Y,112.8024076,593.7698018,3.032840193,38,4.8,11.8,46.8,86.8,1.216009846,1.05417215
Methylated,Y,71.5809674,519.7941735,2.789532185,22,23.6,16.2,144.4,66.4,1.333867093,0.962666627
Methylated,N,-49.44487012,338.7239388,1.612850819,24,2.2,29.6,106.4,95.6,2.299746489,0.910182764
Methylated,Y,-8.066434173,434.7167373,2.800465797,40,4.6,13.2,57.6,67.2,1.397055678,0.921344579
Methylated,Y,6.669897851,553.55221,2.407380035,25,4,20,59.6,167.2,1.360477287,1.358229319
Methylated,N,13.41629951,620.9023773,2.820551475,28,8.8,5.6,86.8,66,1.164330382,1.125795706
Methylated,Y,55.58231225,525.6589239,2.917130826,29,4.8,15.6,79.2,68,1.528158754,0.887454307
Methylated,N,-27.9405222,358.1158341,3.029816905,36,2.4,8.8,57.6,98.4,1.770821562,1.22516863
Methylated,N,24.9631138,561.3383452,3.020310295,10,2,43.8,178,213.2,2.077373454,1.203912681
Methylated,Y,63.70701795,454.3632939,2.302978383,32,6.2,18.4,81.2,62.8,1.441727176,0.78774478
Methylated,Y,112.1944125,596.4364009,2.951204625,28,7.4,19.6,67.6,86.8,1.202626782,1.027596044
Methylated,Y,112.1558279,409.1932497,2.235690312,35,4,10.4,33.2,93.6,1.127678024,1.278236425
Methylated,Y,366.5315974,663.7212337,3.016711506,24,8.2,16,82.4,58.8,1.171804761,0.809375884
Methylated,Y,-14.08929051,366.9199574,2.725163519,16,5.8,47.2,13.2,132,0.660233245,0.834082233
Methylated,Y,54.99870479,726.6072033,3.719478901,40,4.4,10.4,70.8,74,1.827620806,1.071964533
Methylated,N,189.3698725,727.948681,3.030981321,24,4.2,15.6,155.6,129.6,2.083781897,1.306078832
Methylated,N,8.308253738,398.7964902,2.380553722,6,58,104.8,105.6,171.6,0.758745536,0.51058215
Methylated,Y,229.308913,547.2561263,3.220184792,19,9.4,17.4,85.2,156,1.359445266,1.42013694
Methylated,Y,18.9253766,397.4026313,1.888716192,30,5.6,22.2,23.2,85.6,0.846985034,0.874205846
Methylated,Y,60.70294129,678.5686996,2.756264853,28,4.4,24.8,82.4,66.4,1.538869381,0.786017716
Methylated,N,23.49347588,410.092597,1.811606674,34,2.4,15,32.4,150,1.23433439,1.422066906
Methylated,Y,8.841542665,416.2489221,2.287496071,17,21.2,39.6,71.6,125.2,0.944152266,0.94439613
Methylated,Y,121.981014,460.617636,2.418444534,24,5.8,14,44.4,143.6,1.084416344,1.227546459
Methylated,N,39.68225947,543.2852837,2.24030241,22,6.4,27.4,189.6,56.8,2.065172984,0.691619907
Methylated,Y,19.31953906,385.9505196,1.765907522,20,12.8,21.6,36,187.6,0.851418481,1.337985067
Methylated,N,30.39641652,717.8997151,3.163700861,36,8.2,7.2,82.8,64,1.364086415,1.058305095
Methylated,Y,1.020566,241.1384599,1.8457817,22,8,23,36.4,126,0.827171698,1.019059489
Methylated,Y,47.7780474,329.3969658,2.224848767,24,24.6,12.4,140.8,51.2,1.285058849,0.887667638
Methylated,Y,182.9121967,532.1878691,3.242060892,44,4,13.2,53.2,65.2,1.489195073,0.862058326
Methylated,N,87.45777118,479.1073042,2.807150119,41,5.2,7.2,80.4,104.4,1.570661956,1.416790213
Methylated,N,25.86722367,285.6950342,1.644708064,6,50.4,45.6,95.2,336,0.798394461,1.365322623
Methylated,N,39.921959,412.2148509,2.149604335,30,0.8,22.2,31.2,113.2,1.645178279,0.954324034
Methylated,N,100.4926277,438.6598417,2.517694141,40,3.2,7.6,47.2,108,1.467185514,1.530311454
Methylated,N,11.23760322,606.6084612,2.912356446,36,2,6.8,101.2,84.4,1.704717437,1.271374926
Methylated,Y,1.499954172,289.1980016,2.027906848,26,14.8,15.6,60,67.6,0.85132262,0.926665257
Methylated,Y,45.88265578,351.9375756,1.693069509,18,20,33.2,29.2,114.4,0.672962891,0.782931963
Methylated,N,81.52266976,481.3049512,2.352832765,19,1.4,19.6,113.2,114.8,1.592044695,1.139059558
Methylated,Y,18.55769288,392.4922736,2.604863791,31,2.8,17.8,32.4,109.6,1.370851839,1.076567333
Methylated,Y,25.6628899,400.9597857,1.854636038,12,28.4,50.8,91.6,71.6,1.027056859,0.23293976
Methylated,Y,9.153235797,677.3593735,2.706261999,31,7,10.6,70.8,104,1.371671605,1.23781457
Methylated,Y,79.49961649,509.9676341,1.785355658,18,20,32.4,60,114,0.942685872,0.905656954
Methylated,Y,1.228746773,422.4103777,2.452719047,14,3.2,32.6,110,166,1.684781669,1.123471334
Methylated,Y,45.29983091,390.0023982,2.705689858,20,8,37.6,38.4,128.4,0.990076574,0.7863629
Methylated,Y,23.34109861,347.9903034,2.243777842,16,17,43.2,116,91.6,1.245549616,0.720765031
Methylated,Y,33.61622243,510.3415173,2.373037051,18,7.2,35.4,73.6,108.8,1.306042568,0.735150224
Methylated,Y,3.098191128,446.7745046,2.683465525,42,3.6,9.6,52.8,156,1.832506799,1.610798041
Methylated,Y,-17.49920908,433.6424941,2.533285402,10,36.4,46.8,143.6,146,1.203472786,0.916239619
Methylated,Y,19.88233781,484.5290754,2.52519374,22,3.6,31.2,47.6,98,1.232177978,0.87604317
Methylated,Y,180.0726612,625.9491216,2.773181848,30,4.8,11.6,69.6,108,1.375372234,1.192498657
Methylated,Y,102.3852728,758.6978698,3.293772691,42,3.2,10.2,55.6,54.8,1.38858764,1.005914476
Methylated,N,31.00027122,560.1830354,2.536951414,32,10.8,9.6,28.4,216,0.85622623,2.134363728
Methylated,Y,65.03155491,619.8076686,2.167263179,22,10,20.6,62.8,138,1.032839513,1.236994711
Methylated,Y,2.44695314,413.4605696,1.800257056,23,6,35,50.4,94.8,1.43427549,0.758692762
Methylated,Y,42.85387219,443.9101335,2.16380062,16,37.4,22.4,60.8,164.8,0.814145292,1.301309513
Methylated,N,144.2964665,907.3970676,5.759125729,4,108.4,20,206.8,348,1.283751057,1.493514818
Methylated,Y,189.4295311,532.6502378,2.630906331,28,14.2,9.2,42.4,79.2,0.739615309,0.97774491
Methylated,N,15.14308999,509.3202295,2.687757821,30,6.4,7.2,87.2,68,1.382189398,1.136424241
Methylated,Y,-22.11454556,346.3673689,3.35811628,22,8.4,27.4,17.6,120,0.69078426,0.920592972
Methylated,Y,39.28167395,512.7319617,2.96033815,32,2.6,12,61.6,73.6,1.54294466,1.012274889
Methylated,Y,130.5955849,349.0824485,1.839681439,12,26.6,31.2,76.4,190.8,0.913785231,1.165484351
Methylated,Y,112.1344366,534.6189253,2.406217528,30,7.6,11.4,101.6,55.2,1.336325899,0.852753862
Methylated,Y,-10.10174839,311.1365413,2.835669674,18,25.2,15.8,120.4,74.4,1.04330875,0.84206272
Methylated,N,107.691479,652.7791758,3.305215038,32,7.8,7.2,87.2,65.2,1.265038301,1.120203959
Methylated,Y,72.62744831,591.6419401,3.065038569,30,5.2,16.2,110,94.4,1.900326477,1.05178166
Methylated,Y,-23.5967855,596.6375617,3.102364498,39,5.2,13,73.2,72.8,1.522306068,1.000765336
Methylated,N,-20.1620697,619.8471056,3.450058858,48,2.4,11.2,54.8,76,1.900639494,1.083566119
Methylated,Y,6.398493975,462.4822526,3.697233934,32,3,8.8,39.6,102.4,1.423009426,1.194880922
Methylated,Y,123.3945337,707.4277062,2.779136688,40,3.2,13.2,56.8,59.6,1.431184553,0.787449447
Methylated,N,-1.958334632,347.5454614,1.94205923,28,1.4,12.8,33.6,129.6,1.386334403,1.140176898
Methylated,Y,17.29882018,567.7494161,2.290426464,11,8.6,71.2,124,136.8,1.683450167,0.847111672
Methylated,Y,69.80803643,653.8203054,2.80671155,23,14.8,13.4,81.6,94,1.122160257,1.128605564
Methylated,Y,42.17793039,512.0634283,2.765685157,38,4.8,18.4,40.8,56.8,1.2068022,0.814943968
Methylated,N,102.3550255,473.0962906,2.644622814,80,1.2,8.8,26.4,45.6,1.574693937,0.988734645
Methylated,Y,32.12794024,557.0586557,3.052509191,38,4.8,10,51.2,73.6,1.275258198,1.092105601
Methylated,N,78.82588938,568.2994008,2.356152338,40,10.8,7.2,50,75.2,1.00244415,1.273110548
Methylated,Y,68.60280521,698.8326289,3.080818505,16,10,26.4,99.2,110,1.307704706,0.857115604
Methylated,Y,50.5019203,439.4544135,2.280791107,16,4.6,26.8,74.4,142,1.302381263,0.979219857
Methylated,Y,119.658402,459.4964255,2.268526476,14,47.2,36.2,101.6,84.8,0.87927061,0.893835847
Methylated,N,-7.050197675,557.6160378,2.626502723,24,4.2,32,98.8,100.8,2.039406869,0.826173239
Methylated,N,-75.39706776,457.0211153,1.972873495,14,3.6,38.4,225.2,97.6,2.309627286,0.866277377
Methylated,Y,3.469495175,465.0605043,2.20125178,18,2.8,38.6,68.8,118.4,1.763083883,0.867181055
Methylated,Y,-3.105154711,508.423584,2.788090582,28,5.8,27.6,77.2,86.4,1.668153654,0.819698249
Methylated,Y,57.20008041,548.6438502,2.266865153,37,4,9.2,84,144.4,1.641185723,1.681631277
Methylated,Y,12.90235887,546.8565689,2.282235361,23,2.8,15.6,84.4,143.2,1.736861536,1.408972612
Methylated,Y,26.5108449,487.5416332,1.925015631,28,7,13.6,34.8,178,1.030299645,1.537476334
Methylated,N,12.2152612,319.1165497,2.621706892,41,1.6,20.8,28.8,68.4,1.567572971,0.794476468
Methylated,N,14.44768319,475.5783521,2.330899843,18,1.6,18.6,183.6,150,2.271437464,1.300940892
Methylated,Y,-15.17981105,475.6586611,2.270798277,22,3.2,30,82.4,108.4,1.626179148,0.798495111
Methylated,N,-34.19917321,160.6176956,1.323957994,10,1.2,13.4,13.6,398.8,1.611874839,1.623648686
Methylated,Y,-23.90725565,247.7104348,2.542921159,18,6.8,38.4,33.2,144.8,0.88902174,0.954360475
Methylated,N,54.04438043,720.7094525,2.737791011,20,13.2,6.8,106.8,141.2,1.260488182,1.637926679
Methylated,Y,91.71132582,589.8614351,2.66498998,34,8,15.4,61.6,40,1.042363235,0.737774968
Methylated,N,332.5129639,511.3325473,3.034753256,31,7.2,8.2,93.6,145.6,1.498050324,1.691116407
Methylated,Y,205.763312,563.4633135,2.987988539,31,6.6,14.6,42.8,143.6,0.97967874,1.269127054
Methylated,N,79.92925408,756.1615123,5.560072695,10,7.2,27.2,62.8,339.6,1.176501514,1.602836864
Methylated,Y,282.163288,433.3135701,2.735610672,32,5.6,20.8,58.8,108.8,1.263259025,1.18824291
Methylated,Y,37.98260807,588.595455,2.448343565,27,11.6,22,55.6,60.8,1.099792381,0.747417443
Methylated,Y,73.17262628,639.0909364,2.708425763,36,6.2,14,81.2,76,1.405889702,1.11500738
Methylated,Y,-0.501626627,513.3772803,2.817073247,40,5.2,12.8,22.4,90.8,0.819219629,1.175479175
Methylated,Y,23.83690737,571.7247394,2.50833583,30,6,15.4,106.8,53.2,1.424436902,0.808563581
Methylated,N,-40.70149571,398.0315326,3.179520738,30,2,22.4,42.8,94.4,1.582445017,0.911407325
Methylated,Y,-30.85240699,476.1966786,2.502988286,20,6.2,34,91.2,101.2,1.600612124,0.842742684
Methylated,Y,-14.49861054,294.4822028,2.497854219,12,2.8,79.6,8,192,0.831992535,0.758609772
Methylated,N,19.58817429,506.0434584,2.447015295,10,5.6,99.4,97.6,127.6,1.667919745,0.657642784
Methylated,N,27.56919158,390.1902167,1.604928303,17,0.8,34,64,133.6,1.36742617,0.925673231
Methylated,Y,2.326797545,717.2211404,3.294357026,10,4,67.4,145.6,164,1.889341265,0.806947036
Methylated,Y,75.29381946,571.337858,2.173659617,27,16.8,13,49.6,103.6,0.817250669,1.259530012
Methylated,Y,33.0599113,560.6189519,3.177041883,34,4,19.6,86.4,64.8,1.720735544,0.815120471
Methylated,Y,33.19548966,532.9486674,2.478586617,30,8,11.2,60.4,120,1.159442403,1.387952604
Methylated,Y,44.80565156,691.2289941,2.63613491,16,24.6,37.2,59.2,104,0.780923286,0.805361556
Methylated,N,301.2376728,724.1988184,3.381837441,16,5.6,28.4,179.6,78.4,1.964949469,0.575594494
Methylated,N,34.0634928,414.3093531,3.024913078,53,1.6,8.4,43.2,75.6,1.649744893,1.166903042
Methylated,Y,27.21571463,497.3257066,2.372056199,12,17,51.2,126,95.6,1.332022045,0.569803437
Methylated,N,-8.704391545,488.0648842,3.330952149,42,1.2,12,72,134.4,2.490250546,1.375558488
Methylated,N,2.760586909,426.30374,2.472949688,32,5,8.4,50.8,171.6,1.294628216,1.632514523
Methylated,N,21.68205548,222.5414156,2.056014208,14,6,38.4,34.4,207.6,1.09050804,1.182207332
Methylated,N,39.65227092,422.0637893,1.53686401,6,8.4,94.8,70.8,298.8,1.440338502,0.895890244
Methylated,N,64.4269846,420.0281814,2.187141938,22,14.4,8,104.4,83.6,1.286565935,1.130792718
Methylated,Y,37.01422929,491.6209118,2.637771293,34,7.2,11.6,36,130.4,0.967446616,1.30911101
Methylated,Y,16.2247191,513.5298562,2.229845087,32,3.8,17.6,32,90.8,1.246998245,0.976417028
Methylated,Y,-0.283968102,462.2583897,2.524313063,32,7.8,9.6,57.2,131.2,1.264079334,1.419673329
Methylated,N,-48.3234419,240.7001647,3.657832288,26,1.2,25.8,10,142.8,0.98111418,0.965403185
Methylated,Y,50.35334247,398.6011339,2.191152413,10,39.6,27.6,58.4,182.8,0.579386299,1.220353223
Methylated,N,93.5821528,647.9205077,2.413090964,34,2,14.4,60.8,92.8,1.523799983,1.168111394
Methylated,Y,17.45246143,516.1345421,3.004283233,28,3.2,21.6,74.4,88.4,1.788158186,0.801135872
Methylated,Y,172.9842717,665.7937942,2.803480419,26,6.4,15.6,92,75.6,1.459223309,0.947326718
Methylated,Y,3.158935015,459.9017553,2.378309804,16,14.6,43.2,96.4,66.4,1.162994043,0.568957892
Methylated,Y,73.64125437,618.8700941,3.432435124,33,4.8,11.2,66.8,115.6,1.645505796,1.314980216
Methylated,Y,56.42626472,519.8845494,2.732138943,30,5.2,14.4,34,162.4,1.107746173,1.428002552
Methylated,Y,-48.42595923,482.1498738,2.48783437,30,2.8,10.2,68,99.6,1.533786781,1.126538813
Methylated,Y,2.281611934,412.8334365,1.805749572,18,8.8,34.6,42.4,134,1.151748231,1.031899032
Methylated,Y,53.51924922,413.2104834,3.242809505,34,4.8,23.8,31.2,67.6,1.090727779,0.666499831
Methylated,Y,-44.21523325,164.8268787,2.167729727,14,6.8,54,48.8,174.8,1.251473494,0.863760147
Methylated,Y,56.41692414,568.5127882,2.971680104,22,2.8,32.2,35.6,124,1.334658196,0.865671852
Methylated,Y,25.19703648,435.5007536,2.009131839,19,12.6,31.2,67.6,141.6,1.003457228,1.073959078
Methylated,Y,90.82238196,359.2800595,1.687908547,15,13.6,12.6,44,186,0.895508863,1.396138875
Methylated,Y,33.0977592,677.4807645,2.824108253,36,4,10.8,109.6,85.6,1.766688757,1.15417635
Methylated,Y,9.071870715,503.1823886,2.115271121,20,13.6,34.8,38,97.2,0.803798678,0.626133798
Methylated,N,-70.31170892,660.0345318,2.784314948,26,4,16.4,132,74.8,2.195506026,0.861807322
Methylated,N,25.03600884,523.2526919,2.802742903,48,0.8,8.4,98.4,51.2,2.277731275,1.044871409
Methylated,N,14.68156507,610.2851491,2.155522806,10,52.4,39.6,202,87.2,1.081899609,0.876178011
Methylated,Y,260.5034615,544.5299251,2.477418595,16,8.6,28,63.6,148.8,1.210218625,1.120868389
Methylated,Y,55.01215396,463.3429814,2.111672253,18,8.8,22,54,180.4,1.28727963,1.231435822
Methylated,Y,162.4642472,674.2938737,3.338380839,20,10.4,32.8,37.6,110.4,0.885259256,0.968859775
Methylated,N,146.4067716,509.0133623,2.622176192,21,5.6,16.8,204,72.8,2.146359097,0.855208747
Methylated,Y,22.86054186,411.478408,2.767210521,24,5,28.4,44,101.6,1.338397397,0.767659035
Methylated,N,56.35453112,584.6734201,3.407205821,26,4,9.8,94,108.8,2.020941524,1.211571445
Methylated,Y,23.88296878,728.6410675,3.486521173,40,7,9.6,105.6,88,1.816646156,1.212472889
Methylated,N,-1.559473667,422.4923945,2.490461123,8,34.6,30.4,228,208.8,1.387310743,1.399309524
Methylated,Y,24.97582651,596.621171,2.677431204,16,8.8,12.8,133.6,199.6,1.45994708,1.622092394
Methylated,N,-17.1104684,542.7159274,2.781788636,28,6.8,10.4,55.2,223.2,1.315452073,1.992955907
Methylated,Y,14.79782988,417.6039599,2.82904619,19,7.2,20.2,119.6,142.4,1.659140748,1.090975485
Methylated,Y,181.6499747,534.3155491,2.307153182,22,5.2,16.2,113.2,122,1.57524322,1.143517957
Methylated,Y,63.79292264,545.4944299,2.172793733,26,9.2,15.4,48.4,137.2,0.941914417,1.331081806
Methylated,Y,52.69152517,558.6434339,2.53132389,18,11.6,22.6,71.6,131.6,0.952368725,1.067688958
Methylated,N,106.1556343,604.8466993,3.371666017,34,6,7.4,127.6,71.2,1.673623523,1.357588719
Methylated,Y,-35.67628473,339.5548133,2.19826869,16,7.6,38.4,42.8,156.4,1.150945405,0.894179501
Methylated,Y,-2.604252514,460.7493985,2.948296783,24,4.2,23.2,69.6,121.6,1.441187081,1.082476446
Methylated,N,-68.11814251,252.3599503,2.123503299,13,15.2,32,28,234.4,0.783119404,1.249575891
Methylated,Y,9.693895634,550.6633713,2.195457372,14,42.4,29.6,119.6,92.4,0.929677736,0.919703955
Methylated,Y,60.17118314,339.9738551,1.854181374,38,4.8,10.2,54,105.2,1.42294269,1.188736202
Methylated,Y,20.70405696,384.7239028,2.100986996,24,10.4,12.4,82.4,88,1.278721634,0.976379998
Methylated,Y,-16.80851062,658.370197,2.706183033,22,6.8,20.2,142.8,60,1.822096848,0.743457656
Methylated,Y,-10.00664261,399.4750487,3.882003601,18,5.2,41.8,17.6,168.4,0.851169563,0.863081959
Methylated,N,-120.2672246,642.5229885,3.423831338,28,2.8,19.6,108.8,124.4,2.279901501,1.175009869
Methylated,Y,38.03106786,461.1812279,2.763460151,22,6.8,21.4,56,133.2,1.325174288,1.041606351
Methylated,Y,98.88668576,662.1171244,3.288179902,44,3.2,10,66,112,1.737953701,1.327878627
Methylated,Y,73.50443188,638.2998784,2.93026279,26,6.4,17.4,52,91.6,1.101109246,0.910711281
Methylated,N,9.142173887,536.6581116,2.860705936,46,2.4,11.8,24,128,1.294977048,1.34962983
Methylated,N,61.36758567,519.5786109,1.906228546,26,1.2,9.6,124.4,278.4,2.516137295,2.392509915
Methylated,Y,101.5697492,585.5284254,2.705382326,48,4.6,11.2,44,49.6,1.12318191,0.893643835
Methylated,Y,-33.24780143,422.8714705,1.975348766,16,13,14.4,128,117.6,1.367086675,1.069780754
Methylated,Y,125.977907,642.0071225,2.656122045,36,5.2,9.2,60,58.8,1.238852889,0.993501317
Methylated,N,83.39855585,416.7358823,1.927035921,13,8,32,70.4,220,1.245122038,1.213214809
Methylated,N,-20.90612189,508.6124537,3.3050094,44,0.6,7.6,46.8,116,1.843266389,1.39984249
Methylated,Y,96.69475789,516.3830873,2.934362236,26,13.6,21.8,91.2,38,1.046074149,0.668359217
Methylated,Y,16.46144726,422.2270212,2.236290987,6,47.2,96.2,160.8,180.8,1.040298322,1.045381966
Methylated,Y,-20.18513186,353.466845,2.109094402,11,24.2,43.2,166,86.4,1.260627863,0.484860337
Methylated,Y,106.8127456,507.910674,2.492797309,42,3.6,9,42.8,87.6,1.284033445,1.135382945
Methylated,Y,-11.71380344,576.7317618,3.011659374,14,10.8,58.8,72,86.4,0.978216141,0.645616435
