status,Accept.,I..low.state.,I..high...low.,S.N,Nb.d,tau_on.median..s.,tau_off.median..s.,tau_on.max..s.,tau_off.max..s.,tau_on_CV,tau_off_CV
Methylated,Y,42.42332487,545.5367553,2.00984896,42,6.4,11.2,50,90,1.250782956,1.140756725
Methylated,Y,109.5921067,553.4896476,3.065446103,11,9.6,52.6,150,124,1.581377613,0.652815886
Methylated,N,34.59064328,573.409315,2.62268022,36,2.2,10.4,66.4,63.2,1.598820631,0.94915503
Methylated,N,-43.73454156,357.3939764,3.45440042,34,1.6,18.6,6,116,0.767000651,0.913400005
Methylated,N,39.68242744,486.3226869,2.123921144,50,3.6,8.2,48.8,93.2,1.493062723,1.252144846
Methylated,Y,31.09356258,514.2171647,2.457146209,33,8.4,9.6,48,120,1.169351621,1.505719215
Methylated,Y,109.4645728,396.9110202,2.104312535,20,9,16.8,38,186.8,1.018228038,1.359677246
Methylated,N,-32.58629839,334.3393744,3.410670669,37,0.8,22.8,12.4,120.4,1.196053953,1.021378219
Methylated,N,97.8838558,557.928347,2.570858572,32,1.6,11.6,82.8,87.2,1.792243921,1.196885337
Methylated,Y,92.92472289,640.2430709,3.217810702,51,3.4,9.4,41.6,98,1.403283279,1.315543999
Methylated,Y,35.78152988,624.424373,2.835373703,23,5.4,15.4,92.4,75.6,1.517553477,0.961951566
Methylated,Y,64.78486747,478.0440968,2.421519576,18,12,24.8,43.2,188.4,0.859132873,1.227810006
Methylated,Y,42.16896274,324.110667,2.424219085,19,9,26.4,105.2,174.4,1.611106816,1.227281741
Methylated,Y,17.09248772,572.4307119,2.856695323,33,4,10.8,68.4,55.2,1.251889147,0.933324332
Methylated,Y,39.41215305,499.6561149,2.757773936,32,4.4,20.4,77.6,73.2,1.53286614,0.857246489
Methylated,N,56.6448712,552.4956592,2.871496424,22,4.8,14.4,70.4,212,1.472046769,1.614258968
Methylated,Y,-18.7113037,374.6270691,2.628445283,26,8.8,17.6,53.2,94.8,1.155818798,0.986435655
Methylated,Y,138.9081182,582.4373834,2.994083385,39,4,16.2,50.4,55.2,1.17725638,0.781817731
Methylated,Y,6.709658129,546.3755032,2.370088311,24,9.6,10.8,77.2,119.6,1.271941786,1.27689945
Methylated,Y,-15.95426031,486.3640354,3.144443498,24,4.4,28.4,97.6,80,1.583581471,0.858671575
Methylated,Y,206.3937797,701.1353744,3.310819035,36,7.8,10.4,77.2,67.6,1.293562409,1.033896807
Methylated,N,-53.70961393,NA,NA,0,NA,600,NA,600,NA,0
Methylated,Y,-24.24678886,433.815878,2.316414401,28,11,15.6,54.4,63.2,1.143589248,0.922493214
Methylated,Y,134.7699021,613.0242977,3.099993244,42,3.6,12.6,30,90.8,1.179592043,0.998679535
Methylated,N,133.0435681,770.3933239,3.551193072,51,3.6,6.6,58.8,94.4,1.493578229,1.54344492
Methylated,Y,-18.61582228,623.752903,2.528402833,28,9.8,21.2,44.4,59.6,0.961023768,0.713716694
Methylated,N,-3.704042061,364.3829999,1.74297079,14,2.4,30.2,82.4,236,1.94332796,1.25999336
Methylated,Y,194.7083445,720.3872631,3.677068012,18,10.4,26.2,71.2,108.4,1.049266887,0.96673563
Methylated,Y,51.95496057,578.1137547,2.944005305,42,7.2,10.6,75.2,72,1.318637803,1.156600884
Methylated,N,12.5251073,529.9904678,2.760585633,24,1.8,18.8,39.2,171.2,1.580542788,1.278124931
Methylated,N,202.6721948,667.7293378,3.130683902,36,6,7.2,75.2,96,1.206727032,1.514849716
Methylated,N,-28.99843545,188.2247505,1.531292973,12,1.6,57.2,17.6,225.2,1.456878607,0.899980626
Methylated,N,98.56454197,584.4916392,3.171372776,62,2.4,5.8,82,65.6,1.901665936,1.197455758
Methylated,Y,-48.46657344,367.5762673,2.5342732,19,10,38.8,43.6,112.4,0.942849476,0.738108046
Methylated,Y,88.97908827,610.6311833,2.769551733,30,4,14.8,54,80.4,1.448460019,0.916156837
Methylated,N,-19.01020885,582.294292,4.061447241,20,1.8,39.6,43.2,107.6,1.571433384,0.744998702
Methylated,Y,-6.210905023,416.6648288,2.05354464,16,5.2,22.4,125.2,165.6,1.52549989,1.212932763
Methylated,Y,137.9389771,588.170924,3.115382867,31,9,12.8,78,52.4,1.289965184,0.861166345
Methylated,N,27.79197294,492.3374756,2.203288029,16,24.2,8.8,90.8,288,1.064774172,2.353307668
Methylated,N,-55.75365729,534.0613605,2.223331293,6,34.4,68.2,205.2,184.8,1.079687146,0.953532397
Methylated,Y,7.794785109,350.9286784,2.018431847,18,10.4,34,88.8,116,1.390429749,0.834580231
Methylated,N,68.12791328,665.1787575,3.687337732,42,3.2,7.4,106.8,100.8,1.82593045,1.453167317
Methylated,Y,2.923328962,389.3142152,2.381453933,22,19.6,23.2,40.8,112,0.753083296,1.034304648
Methylated,Y,159.1156776,393.8937538,2.239419216,26,7.6,13.8,114.4,91.6,1.661206596,1.023556297
Methylated,Y,518.5921332,579.9345311,3.048337702,28,4.4,14.4,104.4,112.4,1.603047833,1.347012339
Methylated,Y,20.52714536,460.6764771,1.924905765,18,3.6,26,81.2,120.4,1.428330681,0.897785819
Methylated,Y,48.40916643,354.9078147,2.310347486,30,4.4,19,62.4,91.6,1.601449444,0.955862375
Methylated,Y,195.3626259,761.2615317,3.267280639,26,11.6,22.2,85.2,63.6,1.191531261,0.729860895
Methylated,Y,96.62009711,625.2388038,2.62141138,35,9.8,9.4,61.6,56,1.104831775,1.031864996
Methylated,Y,31.3944507,391.630286,2.42796619,30,5.6,15.4,39.6,115.2,1.085283264,1.123683896
Methylated,N,7.082296984,467.500883,1.828481742,4,52.6,171.6,93.6,307.6,1.102333765,0.885898003
Methylated,N,-1.38329681,288.8644895,1.625665803,11,4.2,45.2,40.8,304.4,1.429373093,1.301651714
Methylated,Y,48.9959048,415.8102374,2.628137439,24,8.8,28,60.4,122.4,1.300339522,0.876582438
Methylated,Y,208.0862006,476.2301088,2.692627936,27,6,15.8,52.8,113.6,1.12714378,1.078801428
Methylated,Y,-91.74323234,386.8096819,4.150982898,10,7.2,88,49.6,136.8,1.266567494,0.495713234
Methylated,Y,-0.250367762,541.3683693,3.056151303,26,4,21.8,73.2,68.8,1.577863053,0.776542105
Methylated,Y,-43.57466536,437.475982,2.660893519,36,6.2,12,45.6,80,1.108822326,0.989735909
Methylated,Y,4.526298946,356.9020206,1.785084276,20,4,38.4,57.6,112.8,1.557649268,0.826042451
Methylated,Y,45.68287956,623.1045244,2.775697276,38,5.6,10,55.2,62.8,1.377209419,0.963410991
Methylated,Y,32.03608968,485.2344448,2.516103349,20,26.8,33.6,86.4,75.6,0.999957453,0.885227846
Methylated,Y,0.902558689,521.822402,2.476532087,19,5.2,43.2,56,124.8,1.327793689,0.738155165
Methylated,Y,2.63988172,746.4554804,2.986526074,19,32.4,13.8,92,105.2,0.95087197,1.173370292
Methylated,N,7.813215479,457.2142231,2.264949114,22,1.2,17.8,96.8,140.4,2.662505123,1.196098859
Methylated,N,323.5693605,742.6294802,2.734136168,28,7.2,7.2,64.4,138.4,1.246350008,1.508191884
Methylated,Y,30.2000498,499.5702463,2.201630866,20,10.4,35.2,51.6,98,1.088278376,0.84819287
Methylated,N,1.584609995,254.285738,1.489294388,6,9.2,160.4,45.2,214.8,1.281871564,0.688313624
Methylated,N,162.4538569,541.0810915,2.382253624,21,6.8,6.8,126,214.8,1.576099218,1.985327139
Methylated,N,16.55701249,452.5987261,1.88590414,22,4.4,14.8,126.4,111.2,2.248900966,1.126675047
Methylated,Y,-25.05958898,537.2689718,1.939540398,20,12.6,26,39.6,197.2,0.982819827,1.377543999
Methylated,Y,45.45793915,497.9703128,2.282348017,32,10.2,11.6,58,112,1.14114154,1.290237417
Methylated,Y,8.039547541,433.0567867,2.444871286,12,27.2,27.6,115.2,176.8,1.133394187,1.193043163
Methylated,Y,31.24870955,453.8421985,2.171515704,42,3.6,9.6,64,104,1.836205812,1.215817727
Methylated,N,-1.891357382,501.6376028,2.051869528,8,24.6,65.6,116.8,266.4,1.273049829,1.241805912
Methylated,N,129.3657744,607.3454645,2.509525858,46,5.2,10,102.8,63.6,2.071486072,1.008922094
Methylated,N,91.22341364,505.4799693,2.302859286,59,1.8,9.2,24.8,122.8,1.482297684,1.508409609
Methylated,Y,13.89414134,427.4452817,2.056596116,33,4.8,16.4,35.2,94,1.218570682,0.980653336
Methylated,Y,0.764709292,545.5723738,2.618911302,35,6.8,11.2,70.8,66.4,1.311882233,0.941332512
Methylated,N,184.520754,546.670679,2.972008479,43,5,5.8,28.4,110.4,1.010662476,1.341602163
Methylated,Y,20.33593992,541.1227508,2.845155417,28,2.6,13.6,107.6,59.2,1.769524324,0.87664511
Methylated,Y,88.94217791,623.6412934,2.335595098,18,23.2,22.2,61.2,124.4,0.884600883,1.100346917
Methylated,Y,-40.27291524,444.7221863,2.846437426,24,2.6,30,37.2,81.6,1.474614279,0.753561712
Methylated,Y,44.61949293,690.7053377,2.947255382,26,12.8,16,138.8,58.8,1.578608988,0.843466105
Methylated,Y,86.83308859,604.1354311,2.943111947,25,14.8,22.8,60.4,74.4,0.90137739,0.747117641
Methylated,N,2.162162948,358.1299065,2.375435495,14,5.6,39,39.2,230.8,1.187997589,1.202214686
Methylated,N,396.348967,646.8176146,2.902547582,42,6.4,8,48,88.4,1.016401299,1.268916334
Methylated,Y,120.8698047,367.1658004,2.210195465,31,4.4,19.8,58,83.2,1.434090881,0.836536884
Methylated,Y,-33.6241081,276.4947969,2.715202352,26,3.2,23.2,17.2,140.8,0.906362242,1.00326302
Methylated,Y,115.9819888,509.8315326,1.934411093,12,12,31.2,41.2,176,1.068497639,1.047288225
Methylated,Y,44.28925835,444.6856377,2.429302787,21,9.2,9.6,72.4,104,1.280184328,1.159983578
Methylated,Y,12.62427527,393.1256858,2.391645787,26,3.6,16.2,108.8,84.8,1.915882665,0.909981728
Methylated,N,18.9992964,592.8598649,3.164827576,49,6.8,7.6,60,50,1.244755316,1.038094387
Methylated,Y,-18.12373418,558.6402375,2.604453475,22,8.8,8.6,46,194,1.049906523,1.610724259
Methylated,Y,101.7634472,662.6428688,3.132801915,30,14.4,10.2,80.8,58,1.110648052,1.03922267
Methylated,N,231.813231,696.3098213,3.308619788,33,8,6.8,122.8,65.2,1.620071432,1.2560383
Methylated,N,28.06934914,499.2444887,2.224591424,20,4.6,21.2,174.8,95.6,2.128108023,0.869403876
Methylated,N,150.1588402,617.2105311,3.412918081,43,4,6.2,88,72,1.550768906,1.31228579
Methylated,Y,77.08778234,649.2000022,2.777901534,32,5.8,10.4,95.6,65.2,1.476254382,1.070465589
Methylated,N,56.92276505,669.5721763,2.459210008,24,9.8,12.8,87.6,206.4,1.414418184,1.796654829
Methylated,Y,46.13151274,465.6901726,1.94304016,14,4,54.2,87.6,129.6,1.458534582,0.881574316
Methylated,N,-35.99118258,402.8007318,1.995873585,34,0.8,10.6,35.2,127.6,1.420301411,1.317847286
Methylated,Y,-33.35023134,674.2250686,2.79407409,40,8.4,10.4,64.8,51.6,1.237269521,0.907774987
Methylated,N,81.30425515,748.4695059,4.007994173,18,18,9.6,183.2,161.2,1.462388206,1.933423446
Methylated,N,64.03275747,502.7319898,2.214669983,21,3.6,26.4,83.2,208.8,1.766612332,1.47977524
Methylated,Y,49.03269932,487.9155285,2.840919689,38,5.6,9.8,71.2,83.6,1.442475749,1.137496422
Methylated,Y,113.3963,590.8538837,2.73302618,32,8,9.6,48.8,82,1.087676518,1.210377188
Methylated,Y,22.80266768,637.0275581,3.029369045,29,11.2,20.4,60.4,66,1.031482967,0.872864796
Methylated,Y,168.0277951,540.2717372,2.032129021,13,24.8,31.2,68.4,188,0.820756288,1.070802741
Methylated,N,35.24640572,594.0253655,2.995564502,44,1.2,9.2,115.2,52.4,2.192477779,0.99376625
Methylated,Y,30.88554421,477.451226,2.487024727,22,12.8,17.6,121.2,108.8,1.562870801,0.996000367
Methylated,Y,7.060947582,599.8035205,2.696965647,24,14.6,9.6,122.4,71.2,1.434276129,1.009085551
Methylated,N,64.75513833,543.6751243,2.126287098,12,29,20.8,80.4,269.2,0.865481192,1.813667882
Methylated,Y,189.4222877,626.2734481,2.754525815,36,6.8,18.4,47.6,47.2,1.008105816,0.837930349
Methylated,Y,44.82907583,543.77879,2.265475399,34,4,12.8,76.4,104.4,1.669840931,1.163179288
Methylated,N,-6.031675368,575.6383988,3.300562719,43,1.2,9.8,38,95.2,1.468691334,1.125479046
Methylated,Y,77.12339518,409.1827144,2.550377357,34,6.4,13.8,43.2,64.8,1.114872914,0.950123266
Methylated,Y,6.704865847,511.6600035,1.816477446,40,2.6,11.2,36,91.2,1.422043012,1.2327376
Methylated,Y,117.9280308,574.0764686,2.901400808,28,8.2,14.4,61.2,69.6,1.190308556,0.855007247
Methylated,N,26.597729,523.9359604,2.394329674,32,4.2,9.6,110,92.8,2.32416201,1.251471767
Methylated,Y,-30.79636562,528.8633667,2.782670407,23,7.2,33.6,44.4,85.2,0.974765169,0.731864245
Methylated,Y,132.4013102,524.3492401,2.678982122,30,14.8,18.4,31.2,84.8,0.697468368,0.990434142
Methylated,N,28.74046486,465.616219,2.417714565,43,1.6,11.2,107.2,78.4,2.533007548,0.977199474
Methylated,Y,143.431313,486.6084654,2.637422677,46,2.8,9.6,44.4,84,1.271299525,1.141222196
Methylated,Y,56.66021391,669.1313609,3.235383004,36,5.4,10.8,51.6,97.2,1.217086721,1.133502423
Methylated,Y,68.31286353,387.2692133,1.889397259,18,6.8,21,84,150,1.458298954,1.184796821
Methylated,Y,135.8613351,485.5872107,2.525306558,22,5.2,22,102.8,116.4,1.721022636,0.964709877
Methylated,N,19.85673592,580.0692304,3.203433931,18,8.4,26.6,54.4,220.4,1.203747316,1.350531143
Methylated,N,44.02800047,531.3888372,2.852260142,20,5.4,20,155.6,104.4,2.06635501,0.960367414
Methylated,Y,55.31452232,518.7696146,2.943777605,38,5.2,12.8,54.8,77.2,1.251602475,0.979254119
Methylated,N,1.328931757,682.5633172,2.891227578,12,2.4,35.2,262,150.8,2.254136383,1.092542598
Methylated,Y,37.88191305,388.7652488,2.297789768,22,8,25.2,76.8,87.6,1.356746468,0.847711384
Methylated,Y,70.01386405,522.0829299,2.037231995,19,12.6,23.4,69.6,123.2,1.128690517,1.053184073
Methylated,Y,18.06503469,442.6722759,2.623647182,28,5.8,18,31.2,111.2,1.064828269,0.975981019
Methylated,Y,7.678624346,370.0525958,1.52811872,14,12,65.8,16,155.2,0.671604034,0.818571469
Methylated,N,1.782315823,613.4087867,2.898370144,25,10,4.8,89.6,148.8,1.355196751,1.757151823
Methylated,N,-18.29732193,260.5131983,2.770995986,6,9.6,134.6,24,281.2,0.591006047,1.093347722
Methylated,Y,8.296008486,309.7186415,2.75344332,30,3.2,14.2,27.6,152.8,1.291652951,1.351705643
Methylated,Y,155.7853732,587.4698396,3.416080358,25,13.2,27.6,54.8,92.8,0.844028317,0.879359504
Methylated,Y,15.9814149,559.3108561,2.483285951,28,4.8,10.8,98.8,92,1.649505884,1.166744929
Methylated,Y,125.8790377,466.7814287,2.575134379,20,28.2,13.6,73.2,141.2,0.734514431,1.519409285
Methylated,N,69.64817299,659.0093902,3.070442425,33,15.6,6,81.2,99.2,1.11970835,1.673828692
Methylated,N,317.9493629,659.0986007,3.080052205,37,14.4,6.8,59.6,81.6,0.879264857,1.498102101
Methylated,Y,40.41593387,621.3118082,3.195805686,34,6,17.2,42.4,52.8,1.072905174,0.73269046
Methylated,N,-39.60291234,400.8789939,2.49090003,29,5.6,7.6,47.6,150.8,1.282269103,1.416104034
Methylated,N,77.10719503,610.2391159,3.067201186,40,3,6.8,52.8,74.4,1.465275721,1.263212854
Methylated,Y,50.4844385,461.7053129,2.362779018,25,2.8,23.2,47.2,130,1.521453569,1.014677902
Methylated,N,97.941126,563.495008,2.404898172,42,6,8,21.6,98,0.762981159,1.281320572
Methylated,Y,56.82402925,527.2050896,3.096438929,24,4.4,20.8,43.2,105.6,1.348014681,1.019986661
Methylated,Y,11.91104014,471.7996546,2.535248708,34,6,10.2,115.2,66.4,1.661413519,1.107168859
Methylated,Y,-2.717491747,463.664258,2.527268091,22,10.8,24,44,183.2,1.087516257,1.299738441
Methylated,Y,136.7748774,417.1539758,1.740989132,18,10.8,32,83.6,101.2,1.151394004,0.716480632
Methylated,N,5.746221214,711.3931525,3.178260476,28,5.8,6.8,138.4,120.8,2.214576495,1.266422741
Methylated,Y,-2.497106517,537.9837338,2.821317719,26,6.4,17.2,52.4,88.4,1.213513101,0.935813886
Methylated,Y,97.48784815,607.4561533,3.169700887,28,14,15.2,57.6,90.4,1.006283904,1.058064162
Methylated,Y,120.8426234,513.9240343,2.71653721,41,6.4,16.4,45.6,41.6,1.007417644,0.782641991
Methylated,Y,-22.75776534,427.9555774,2.437025219,24,10.8,29.2,48.8,74.4,0.96262675,0.867792459
Methylated,N,338.5368294,624.0616238,3.323543885,57,6,7.6,50.8,51.6,1.10886279,1.15298216
Methylated,Y,40.83081959,493.8368909,2.377119401,30,6.4,23.8,48.8,47.2,1.15399349,0.608585617
Methylated,N,16.17106115,381.5455452,1.566915988,8,10.2,75.6,48.4,256.8,1.085307056,0.942693601
Methylated,N,-13.08510144,585.7280302,2.792306304,14,13.2,6.6,124.8,288.8,1.283949971,2.157237684
Methylated,N,4.370009738,518.2411627,3.236967352,42,2.4,14.6,47.2,110.4,1.439081596,1.110770592
Methylated,Y,8.253652947,500.455894,2.459974407,12,28.2,41.6,105.2,117.6,0.909072508,0.938801984
Methylated,Y,1.677880581,446.1313071,2.346444511,32,5,11.2,57.2,132.4,1.349725194,1.33527765
Methylated,Y,20.40357911,493.5007929,1.911168946,11,24.2,38.4,64,172.8,0.899781162,1.109707049
Methylated,Y,174.6654036,464.8587977,2.369939044,14,16.8,47.2,47.2,144.4,0.760297307,0.908476791
Methylated,Y,98.71475037,871.8639984,4.594939165,29,4.8,17.2,64.8,108.4,1.564956668,1.163956193
Methylated,Y,78.7290252,491.8491993,2.513940347,34,7.6,9.4,50.4,132,1.327793948,1.377905177
Methylated,Y,150.0322689,440.6486768,2.624449134,33,6.8,15.6,47.2,121.6,1.053592217,1.323060358
Methylated,Y,116.2094449,637.5242431,2.532256327,24,7.4,12.8,92,62,1.22439364,0.845987526
Methylated,Y,-2.277436677,529.0192321,2.59767316,42,5.6,8.6,66,72.4,1.448443882,1.046200492
Methylated,Y,71.56402414,516.9348724,3.170335402,42,2.8,13.2,34.8,64.4,1.248766969,0.930715909
Methylated,N,12.31720442,414.8390294,2.525520996,26,4.8,20.2,124,73.6,2.036965063,0.873373499
Methylated,N,-22.21194515,173.2920045,1.387938141,7,8.8,101.4,29.2,342.4,0.968100292,1.113603564
Methylated,Y,-10.74811396,412.3675916,2.160602592,18,5.2,31.6,29.6,180.8,0.965291468,1.214352938
Methylated,Y,306.6338502,519.74074,2.75892181,26,21.2,8.8,64.4,110.8,0.851373886,1.455973564
Methylated,N,30.71146688,456.2868432,2.040157985,22,2,21.4,109.6,108.8,2.024866862,1.046814336
Methylated,Y,192.5126922,752.6336929,3.747158966,22,5.2,9,76.8,148.4,1.431874168,1.354022647
Methylated,Y,141.2984542,610.0591058,2.854240539,36,3,11.2,68.8,70,1.363426109,1.068941917
Methylated,Y,70.37187249,482.2116473,2.438552559,16,12.8,48.4,58,151.2,1.142046035,0.96690646
Methylated,Y,40.16191323,638.0896109,2.868674812,14,18,35,102.8,128.4,1.028191789,0.919332312
Methylated,Y,30.61162991,449.520762,2.690395834,18,6,28.8,33.6,146.8,1.007458307,0.914743622
Methylated,Y,28.35134862,562.4219962,2.437558693,26,6.4,9.2,58,102,1.124690762,1.146230386
Methylated,N,-29.72790051,487.3836559,2.149994515,28,2.2,18,58.4,111.2,1.7686842,1.067336433
Methylated,Y,-43.50662773,478.6173024,3.008774961,40,3.6,17.2,40,86.4,1.224593869,1.14713294
Methylated,N,12.65151525,803.0335352,3.316980954,26,2,8.4,128.4,100.8,1.623871717,1.318541803
Methylated,Y,3.93198527,619.6811536,3.355523656,32,7.4,20.8,53.2,65.6,1.262131102,0.773985288
Methylated,Y,63.10633698,637.3910197,3.203123285,20,4.8,36.8,70.8,92.8,1.506344757,0.727541996
Methylated,Y,148.0766622,443.5081862,2.628453796,22,11.2,17.8,35.2,185.6,0.714997826,1.419526456
Methylated,N,-4.522814241,446.6024519,2.368998727,26,4,25.4,154,64.8,2.315515002,0.827862552
Methylated,N,-20.75284472,538.8925122,2.668632685,22,4.4,8.4,198.8,126.4,2.050947422,1.576708775
Methylated,Y,121.4364969,531.9338889,2.049844039,24,19,20.4,43.6,101.6,0.713445446,1.030420831
Methylated,Y,9.598499783,519.5519155,3.203355832,32,5.2,15.2,41.6,122.8,1.228969343,1.309263303
Methylated,N,-15.62544685,527.1779348,2.191846075,10,30.4,28.8,62.8,286.4,0.666024421,1.422301136
Methylated,Y,103.0214699,331.0740193,2.289437424,30,2.8,26,57.2,88,1.676265714,0.7521074
Methylated,Y,-22.80861203,506.3077917,2.407968362,26,8.4,14,155.6,77.6,1.864140385,1.035115685
Methylated,Y,4.992600602,571.104514,3.058900918,36,9.6,11.6,68.8,97.6,1.331225039,1.2668135
Methylated,Y,200.086088,439.2666911,2.139687209,22,14.8,28.4,69.2,74,0.929946308,0.72167307
Methylated,N,59.82584473,428.97432,2.425668264,16,11.8,11.6,237.2,138.8,1.920334677,1.456589159
Methylated,Y,1.029039386,620.4647758,2.107041353,20,18,17.6,87.6,150,1.267558727,1.332636549
Methylated,Y,59.03500064,506.2451897,2.52313253,11,16.6,75.8,97.2,113.6,1.349104287,0.566676115
Methylated,Y,21.35055825,329.5750043,1.744312304,22,5.6,19.6,65.6,125.6,1.312696669,1.031783106
Methylated,N,-12.30596488,525.134989,1.795038645,36,1.6,8,56.4,121.2,1.597631983,1.448578469
Methylated,Y,33.56175501,747.4599515,2.996027236,22,11.6,19.4,138.8,87.6,1.598585618,0.991257771
Methylated,N,-14.93452551,436.0446471,2.039908188,24,8,11.6,33.2,211.6,1.042403809,1.580105799
Methylated,Y,-57.17666012,221.2459802,2.917901786,16,4.2,57.2,13.2,97.6,0.894205331,0.330174878
Methylated,N,-9.479917048,407.6108077,2.329780854,16,4.4,31.2,25.6,247.2,1.035310872,1.303528994
Methylated,Y,84.16288184,381.4041819,2.019303433,18,4.4,36,63.2,138.4,1.427422047,0.817115965
Methylated,N,399.6376096,496.1356726,2.663286483,21,32,7.6,111.6,106.8,0.991804443,1.675376886
Methylated,Y,11.32894219,462.8887993,1.778658398,22,8,20.8,54.4,170,1.253097206,1.259765392
Methylated,Y,84.19362316,529.2887707,2.578451487,32,8.6,15.6,42,114.8,0.99461201,1.184489671
Methylated,N,62.39880903,402.1868304,2.314142157,42,6,8.4,77.6,54.4,1.335856807,1.096724736
Methylated,N,-20.72239462,473.5793738,2.170646693,14,2,33,226.4,107.6,2.112371454,0.827405366
Methylated,N,28.05468288,512.6368056,2.400305742,16,4.4,6.8,53.6,257.2,1.238385709,1.764939349
Methylated,N,9.163015374,371.6491111,2.687823941,46,1.6,9.2,68.8,52.4,1.842196774,1.019143726
Methylated,N,149.4727782,613.8264981,3.01595421,65,4.4,4,72.8,36.8,1.559469075,1.133855931
Methylated,Y,50.50793284,342.5356453,2.261116447,26,3.6,31.2,51.2,108.8,1.533356709,0.843279654
Methylated,Y,-10.29798221,452.6529577,3.052776426,33,4.8,16.4,39.6,104,1.055212924,1.104201945
Methylated,N,-96.9149522,160.7805161,1.476375804,16,3.4,49.6,15.6,200.4,0.922109383,0.970145292
Methylated,Y,101.6834527,457.6118694,2.160172228,18,16,33.6,51.2,99.6,0.783071224,0.929624782
Methylated,Y,220.6798662,673.5326496,2.896307607,28,11.6,10,96.8,91.2,1.189929845,1.176814911
Methylated,N,11.22543629,510.2755993,2.909250351,56,2.4,10.4,48.8,58,1.471934469,1.048091974
Methylated,Y,60.89887728,485.5115315,2.579398516,28,7.4,15.2,65.2,72,1.340041031,0.886970589
Methylated,Y,9.936233472,538.3591744,2.421203544,34,5.6,14.8,86,77.6,1.732213609,0.936854392
Methylated,Y,20.97927411,589.3099745,2.932090193,28,6.8,14.4,65.6,75.6,1.215364437,0.922737272
Methylated,Y,129.6839616,575.7204826,2.309390492,30,8.4,16.4,82.8,58.4,1.342874344,0.793231823
Methylated,N,20.8128493,612.9671261,2.693848632,41,1.2,14.8,48,193.2,1.838332134,1.780445133
Methylated,Y,86.92171592,508.6204597,2.823781782,46,3.2,15,23.2,48,1.05752945,0.762582188
Methylated,Y,16.01021814,564.5610071,2.179749379,24,6.6,11.2,112.4,122.4,1.720540719,1.279761644
Methylated,N,40.66214429,602.8689625,2.928572361,29,7.2,8.8,82.4,210.4,1.510608094,2.016691409
Methylated,Y,381.8341051,274.7309358,1.744134685,22,7.6,25.8,23.6,136,0.695375263,1.071980483
Methylated,Y,14.41093438,520.7264505,1.826794304,20,11,12.8,59.2,139.6,1.115345473,1.24394412
Methylated,N,198.2551583,702.2552438,2.952678819,57,4.8,6.8,47.6,34.8,1.14178691,0.876034082
Methylated,Y,144.4015478,607.5086695,3.08761998,38,8.4,12.8,46.8,49.2,1.236942857,0.83923752
Methylated,Y,60.7742722,364.4180779,2.200018246,25,8,33.6,41.2,86.8,0.97542532,0.773851842
Methylated,Y,7.149657713,362.022115,2.460013697,14,10.4,48.2,57.6,182.4,1.026539111,0.975744234
Methylated,Y,-31.47779065,588.4290905,2.721224885,26,5.2,16.4,114,75.6,1.450591949,1.009203213
Methylated,Y,30.7356316,341.4720071,2.051465333,14,9.2,22.8,62,200,1.184622873,1.25981722
Methylated,Y,1.927034338,384.5099068,1.912461233,20,5.8,16,31.2,136,1.005203361,1.042221789
Methylated,Y,66.8037654,778.2196391,3.17727563,30,2.8,9.2,97.6,52,1.615377247,0.935513847
Methylated,N,-25.44408362,487.191567,2.592090077,12,15,20.4,225.6,154.8,1.840082196,1.286555463
Methylated,N,34.82702016,494.0108607,2.093296273,8,5.8,92,104.8,220,1.723721817,0.873751793
Methylated,Y,-4.709701565,447.1225591,2.140242941,14,6.4,41.6,46.8,171.6,1.142658241,0.888517664
Methylated,Y,-14.39887638,373.646073,1.654034236,15,15.4,45,54,135.2,0.98377247,0.803060073
Methylated,Y,122.269882,623.029654,2.268566253,10,14,62.6,113.2,132,1.333630565,0.647791787
Methylated,Y,-16.66761515,522.0245385,2.818092217,29,10,12,28.4,100,0.861222919,1.018051377
Methylated,N,45.05098682,661.9427142,2.681200533,38,1.6,9.4,93.6,96,1.902687926,1.293755093
Methylated,Y,110.7880848,510.7174764,2.384817282,22,4.4,26,115.6,74.4,1.549604953,0.777596248
Methylated,Y,267.6083834,798.5188374,3.478993902,34,6,12.2,92.8,178.4,1.847301388,1.814560746
Methylated,Y,22.92320272,432.0486597,2.256377991,28,11.6,10.8,47.2,86.8,1.01369545,1.216012855
Methylated,Y,66.01882892,448.32761,2.097173353,22,8.4,22,38,112.8,0.986013773,1.03848057
Methylated,Y,24.26503354,547.7882144,3.380988793,24,4.2,23.6,63.2,86.4,1.609968075,0.926615301
Methylated,N,41.91205689,675.9024466,3.327037935,30,3.2,18.6,152.4,100.4,2.544967431,1.078691957
Methylated,Y,-21.79864667,564.0574323,2.637638615,18,13.2,28.6,47.2,135.2,0.957106509,1.011523995
Methylated,Y,-15.3347629,402.1756421,1.979729897,18,12,17.4,89.2,86,1.132001393,0.997811257
Methylated,Y,-43.68209543,370.5534492,2.493438117,25,7.2,34,20.8,130,0.913968419,0.937137959
Methylated,N,76.13833426,524.5166463,2.074765156,19,10.2,5.8,42.4,310,1.067277603,2.135880167
Methylated,N,12.04662009,610.5853816,3.706074825,64,3,9.6,52.4,54.4,1.736196005,0.9121401
